'Carrera','Sede','Grupo_Familiar','Medio_Transporte','Tiempo_Traslado','Influencia_Cercania','Cursando_Actualmente','Nivel_Cursado','Nivel_Terminado','Tipo_Colegio','Tipo_Titulo','Pedira_Beca','OS_Mutual','Trabajo','Relacion_Trabajo_Carrera','Tipo_Trabajo','Rama_Trabajo','Formal_Informal','Permanente_Temporario','Cantidad_Horas_Trabajadas','Tipo_Horarios','Horario_Trabajo','Posibilidad_Cambiar_Horario','Busca_Trabajo','Cantidad_Grupo_Familiar','Instruccion_Madre','Instruccion_Padre','Conocimiento_Idioma','Conocimientos_Procesador_Texto','Conocimientos_Planilla_Calculo','Conocimientos_Internet','INGRESANTE','ESTADO 1-2015'
3,4,'1-Mi grupo familiar','2-A pie',45,'4-Nada','6-Si','7-Medio/Polimodal','8-Primario','9-Público','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',4,'Terciario Completo','Universitario Completo','34-Si','Intermedio','Intermedio','Intermedio','SI','ACTIVO'
41,1,'1-Mi grupo familiar','2-En tren',40,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Otro (especificar)','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',4,'Medio o Polimodal Incompleto','No contesta','34-No','Intermedio','Intermedio','Intermedio','SI','ACTIVO'
18,1,'1-Mi grupo familiar','2-En tren',30,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',6,'Medio o Polimodal Completo','No contesta','34-Si','Intermedio','Intermedio','Intermedio','SI','ABANDONO'
1,1,'1-Mi grupo familiar','2-En tren',90,'4-Nada','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',5,'Medio o Polimodal Completo','Universitario Completo','34-Si','Intermedio','Intermedio','Intermedio','SI','ACTIVO'
3,2,'1-Mi grupo familiar','2-En tren',20,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',7,'Medio o Polimodal Incompleto','Medio o Polimodal Completo','34-No','Bueno','Bueno','Intermedio','SI','ACTIVO'
27,1,'1-Mi grupo familiar','2-En tren',90,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',5,'Terciario Completo','Primario Completo','34-Si','Avanzado','Intermedio','Avanzado','SI','ABANDONO'
16,2,'1-Mi grupo familiar','2-En tren',60,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',3,'Primario Completo','Primario Incompleto','34-Si',,,'Bueno','SI','ABANDONO'
1,1,'1-Mi grupo familiar','2-En tren',45,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Técnico','16-No','17-Si','18-Si','19-Parcial','20-Trabajador Familiar','21-Educación','22-Informal','23-Temporario','24-De 11 a 24 horas','25-Rotativos','26-Mañana','27-Sólo algunas veces','No aplica',6,'Terciario Completo','Primario Completo','34-No','Avanzado','Avanzado','Avanzado','SI','ACTIVO'
5,2,'1-Mi grupo familiar','2-En bicicleta o moto',40,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-Si','18-Si','19-Parcial','20-Trabajador Familiar','21-Comercio','No contesta','23-Permanente','24-De 25 a 48 horas','25-Rotativos','26-Mañana','27-Sólo algunas veces','No aplica',2,'Universitario Completo','Primario Incompleto','34-No',,,'Intermedio','SI','ABANDONO'
27,1,'1-Mi grupo familiar','2-A pie',110,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Rotativos','26-Noche','27-Sólo algunas veces','No aplica',6,'Medio o Polimodal Incompleto','Primario Completo','34-Si','Intermedio','Intermedio','Intermedio','SI','ACTIVO'
43,6,'1-Mi grupo familiar','2-A pie',100,'4-Nada','6-Si','7-Medio/Polimodal','8-Primario','9-Privado','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',3,'Primario Completo','Primario Completo','34-No','Avanzado','Intermedio','Bueno','SI','ABANDONO'
43,6,'1-Mi grupo familiar','2-En tren',40,'4-Nada','6-Si','7-Medio/Polimodal','8-Primario','9-Privado','14-Otro (especificar)','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',3,'Medio o Polimodal Completo','No contesta','34-No','Bueno',,'Avanzado','NO','ABANDONO'
3,3,'1-Mi grupo familiar','2-En colectivo de corta distancia',90,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',5,'Terciario Incompleto','Terciario Incompleto','34-Si','Bueno','Bueno','Bueno','NO','ABANDONO'
43,6,'1-Mi grupo familiar','2-En tren',180,'4-Nada','6-Si','7-Medio/Polimodal','8-Primario','9-Público','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',5,'Primario Completo','Medio o Polimodal Incompleto','34-No','Bueno','Bueno','Bueno','SI','ACTIVO'
8,1,'1-Mi grupo familiar','2-En colectivo de media distancia',15,'4-Mucho','No contesta','No aplica','No contesta','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',5,'Universitario Completo','Universitario Completo','34-Si','Bueno','Bueno','Intermedio','SI','ABANDONO'
8,1,'1-Algún pariente','2-A pie',50,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Técnico','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',5,'Terciario Completo','Universitario Incompleto','34-Si','Intermedio','Bueno','Avanzado','SI','ABANDONO'
3,3,'1-Mi grupo familiar','2-En colectivo de media distancia',20,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',3,'Terciario Completo','Primario Completo','34-Si','Intermedio','Intermedio','Intermedio','SI','ACTIVO'
5,3,'1-Mi grupo familiar','2-En colectivo de media distancia',60,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Trabajador Familiar','21-Industrial','22-Informal','23-Temporario','24-Menos de 10 horas','25-Rotativos','26-Tarde','27-Siempre que sea necesario','No aplica',,'Medio o Polimodal Completo','Medio o Polimodal Incompleto','34-Si','Bueno','Bueno','Intermedio','NO','ABANDONO'
27,3,'1-Mi grupo familiar','No contesta',30,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',5,'Primario Completo','Medio o Polimodal Completo','34-Si','Avanzado','Intermedio','Avanzado','SI','ABANDONO'
27,3,'1-Mi grupo familiar','2-En bicicleta o moto',30,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',7,'Primario Completo','Primario Completo','34-No','Bueno','Bueno','Bueno','SI','ABANDONO'
3,1,'1-Mi grupo familiar','2-En tren',59,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Otro (especificar)','16-Si','17-No','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Informal','23-Temporario','24-De 25 a 48 horas','25-Fijos','26-Tarde','27-Nunca','No aplica',7,'Medio o Polimodal Completo','Primario Incompleto','34-No','Bueno','Bueno','Avanzado','SI','ABANDONO'
43,6,'1-Mi grupo familiar','2-A pie',90,'4-Poco','6-Si','7-Medio/Polimodal','8-Primario','No contesta','No contesta','16-No','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',5,'Medio o Polimodal Incompleto','Medio o Polimodal Completo','34-No','Bueno','Intermedio','Bueno','SI','ACTIVO'
3,2,'1-Mi grupo familiar','2-En colectivo de corta distancia',30,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Otro (especificar)','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',4,'Medio o Polimodal Incompleto','Medio o Polimodal Incompleto','34-Si','Intermedio','Intermedio','Intermedio','SI','ACTIVO'
5,2,'1-Mi grupo familiar','2-A pie',20,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',6,'Terciario Completo','Medio o Polimodal Completo','34-No','Intermedio','Bueno','Intermedio','SI','ABANDONO'
4,1,'1-Mi grupo familiar','2-En colectivo de media distancia',120,'4-Mucho','6-Si','7-Medio/Polimodal','8-Primario','9-Público','14-Bachiller','16-Si','17-No','18-Si','19-Parcial','20-Obrero o Empleado','21-Servicios Privados','No contesta','23-Temporario','24-Menos de 10 horas','25-Rotativos','26-Mañana','27-Siempre que sea necesario','No aplica',4,'Primario Completo','Primario Completo','34-No','Bueno','Bueno','Bueno','NO','ABANDONO'
5,3,'1-Mi grupo familiar','2-En colectivo o combi contratada',120,'4-Mucho','6-Si','7-Medio/Polimodal','8-Primario','9-Público','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',4,'Universitario Completo','Terciario Completo','34-Si','Intermedio','Intermedio','Avanzado','SI','ABANDONO'
43,6,'1-Mi grupo familiar','2-En tren',60,'4-Nada','6-Si','7-Medio/Polimodal','8-Primario','9-Privado','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',3,'Medio o Polimodal Completo','No contesta','34-Si','Bueno','Bueno','Intermedio','SI','ACTIVO'
3,2,'1-Mi grupo familiar','2-En colectivo de corta distancia',30,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',5,'Terciario Incompleto','Terciario Completo','34-Si','Intermedio','Intermedio','Intermedio','SI','ACTIVO'
27,1,'1-Mi grupo familiar','2-En tren',30,'4-Mucho','6-Si','7-Medio/Polimodal','8-Primario','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',4,'Medio o Polimodal Completo','Medio o Polimodal Incompleto','34-Si','Bueno','Bueno','Intermedio','SI','ACTIVO'
17,1,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ABANDONO'
5,2,'1-Mi grupo familiar','2-En colectivo de corta distancia',30,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',4,'Terciario Incompleto','Terciario Completo','34-Si','Bueno','Bueno','Intermedio','SI','ACTIVO'
3,2,'1-Mi grupo familiar','2-A pie',15,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Trabajador Familiar','21-Comercio','No contesta','23-Temporario','24-De 25 a 48 horas','25-Rotativos','26-Tarde','27-Siempre que sea necesario','No aplica',5,'Medio o Polimodal Completo','Medio o Polimodal Completo','34-Si',,,'Bueno','SI','ABANDONO'
5,2,'1-Mi grupo familiar','2-A pie',30,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',6,'Primario Completo','No contesta','34-No',,,'Intermedio','SI','ABANDONO'
5,2,'1-Mi grupo familiar','2-A pie',20,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',4,'Universitario Completo','Medio o Polimodal Incompleto','34-Si','Bueno',,'Bueno','NO','ABANDONO'
18,1,'1-Mi grupo familiar','2-En tren',,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',3,'Terciario Completo','Primario Completo','34-No',,,,'SI','ACTIVO'
3,2,'1-Mi grupo familiar','2-En colectivo de corta distancia',45,'4-Nada','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',3,'Medio o Polimodal Completo','Primario Incompleto','34-Si','Intermedio','Intermedio','Intermedio','SI','ACTIVO'
43,6,'1-Mi grupo familiar','2-En colectivo de corta distancia',65,'4-Mucho','6-Si','7-Medio/Polimodal','8-Primario','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',4,'Medio o Polimodal Completo','No contesta','34-Si','Avanzado','Avanzado','Avanzado','NO','ABANDONO'
2,1,'1-Mi grupo familiar','2-En colectivo de corta distancia',45,'4-Nada','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',4,'Medio o Polimodal Incompleto','Medio o Polimodal Completo','34-Si','Intermedio','Intermedio','Avanzado','SI','ACTIVO'
43,6,'1-Mi grupo familiar','2-En colectivo de media distancia',100,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',6,'Universitario Completo','Medio o Polimodal Completo','34-Si','Bueno','Intermedio','Bueno','SI','ABANDONO'
43,6,'1-Mi grupo familiar','2-En bicicleta o moto',60,'4-Mucho','6-Si','7-Medio/Polimodal','8-Primario','9-Privado','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',5,'Terciario Completo','Primario Completo','34-Si',,,'Bueno','NO','ABANDONO'
43,6,'1-Mi grupo familiar','2-En colectivo de media distancia',60,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',5,'Terciario Completo','Universitario Incompleto','34-Si','Bueno','Bueno','Bueno','SI','ABANDONO'
3,1,'1-Mi grupo familiar','2-A pie',15,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',5,'Universitario Completo','Universitario Completo','34-Si',,'Bueno','Avanzado','SI','ACTIVO'
3,3,'1-Mi grupo familiar','2-A pie',20,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',6,'Medio o Polimodal Incompleto','Primario Completo','No contesta','Intermedio','Intermedio','Avanzado','SI','ACTIVO'
41,1,'1-Mi grupo familiar','2-En tren',30,'4-Mucho','6-No','No aplica','8-Terciario','9-Público','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',5,'Primario Completo','Primario Completo','34-Si','Bueno','Bueno','Bueno','NO','ABANDONO'
3,2,'1-Mi grupo familiar','2-En colectivo de corta distancia',10,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',2,'Medio o Polimodal Completo','No contesta','34-Si','Avanzado','Bueno','Avanzado','NO','ABANDONO'
3,2,'1-Mi grupo familiar','2-En colectivo de larga distancia',45,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',7,'Medio o Polimodal Completo','Primario Completo','34-Si','Bueno','Bueno','Bueno','SI','ABANDONO'
3,2,'No contesta','No contesta',,'No contesta','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Otras (especificar)','22-Formal','No contesta','24-De 25 a 48 horas','25-Fijos','26-Tarde','27-Nunca','No aplica',3,'Medio o Polimodal Incompleto','No contesta','34-No','Bueno','Bueno','Bueno','SI','ABANDONO'
3,2,'1-Mi grupo familiar','2-En colectivo de corta distancia',30,'4-Mucho','6-Si','7-Medio/Polimodal','8-Primario','9-Privado','14-Otro (especificar)','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',6,'Medio o Polimodal Incompleto','No contesta','34-No','Bueno','Bueno','Intermedio','SI','ACTIVO'
3,1,'1-Mi grupo familiar','2-En colectivo de larga distancia',60,'4-Mucho','6-Si','7-Terciario','8-Terciario','9-Privado','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',4,'Medio o Polimodal Completo','Medio o Polimodal Completo','34-Si','Bueno','Bueno','Bueno','SI','ABANDONO'
5,1,'1-Mi grupo familiar','2-En tren',30,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',5,'Universitario Completo','Primario Completo','34-No','Avanzado','Intermedio','Avanzado','SI','ACTIVO'
5,2,'1-Mi grupo familiar','2-En colectivo de corta distancia',60,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Servicios Públicos','22-Informal','23-Temporario','24-Menos de 10 horas','25-Fijos','26-Tarde','27-Siempre que sea necesario','No aplica',6,'Medio o Polimodal Completo','Medio o Polimodal Completo','34-Si','Avanzado','Bueno','Intermedio','SI','ABANDONO'
27,3,'1-Compañeras/os o amigas/os','2-En colectivo de media distancia',45,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-No','18-Si','19-Parcial','20-Trabajador Familiar','21-Servicios Públicos','22-Formal','23-Temporario','24-Menos de 10 horas','25-Fijos','26-Tarde','27-Sólo algunas veces','No aplica',7,'Primario Completo','No contesta','34-No','Bueno','Bueno','Intermedio','SI','ACTIVO'
27,1,'1-Mi grupo familiar','2-En colectivo de media distancia',240,'4-Nada','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Técnico','16-Si','No contesta','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',5,'Medio o Polimodal Completo','Medio o Polimodal Incompleto','34-Si','Bueno','Bueno','Bueno','NO','ABANDONO'
5,1,'1-Mi grupo familiar','2-En colectivo de media distancia',60,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',3,'Terciario Completo','Medio o Polimodal Completo','34-Si','Intermedio',,'Avanzado','NO','ABANDONO'
5,2,'1-Mi grupo familiar','2-En colectivo de corta distancia',40,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',5,'Primario Completo','Primario Incompleto','34-No','Bueno','Bueno','Intermedio','SI','ACTIVO'
5,2,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ACTIVO'
5,1,'1-Mi grupo familiar','2-En tren',45,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',7,'Primario Incompleto','Medio o Polimodal Completo','34-Si','Bueno',,'Bueno','SI','ABANDONO'
3,1,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ABANDONO'
3,3,'1-Mi grupo familiar','2-En colectivo de media distancia',50,'4-Poco','6-No','No aplica','8-Medio/Polimodal','No contesta','14-Bachiller','16-No','17-No','18-Si','19-Parcial','20-Trabajador Familiar','21-Otras (especificar)','22-Informal','23-Temporario','24-Menos de 10 horas','25-Fijos','26-Mañana','27-Siempre que sea necesario','No aplica',5,'Terciario Completo','Universitario Completo','34-No','Bueno','Bueno','Bueno','SI','ACTIVO'
3,2,'1-Mi grupo familiar','2-En colectivo de corta distancia',,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Servicios Privados','22-Formal','23-Permanente','24-Más de 48 horas','25-Fijos','26-Tarde','27-Sólo algunas veces','No aplica',5,'Medio o Polimodal Completo','Medio o Polimodal Completo','34-Si','Intermedio','Intermedio','Intermedio','SI','ABANDONO'
18,1,'1-Mi grupo familiar','2-En colectivo de media distancia',40,'4-Mucho','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',5,'Medio o Polimodal Incompleto','Medio o Polimodal Incompleto','34-No',,,'Avanzado','SI','ACTIVO'
5,1,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ACTIVO'
3,2,'1-Mi grupo familiar','2-A pie',120,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-No','18-Si','19-Parcial','20-Obrero o Empleado','21-Servicios Públicos','22-Informal','23-Temporario','24-Más de 48 horas','25-Rotativos','26-Tarde','27-Sólo algunas veces','No aplica',8,'Primario Incompleto','Medio o Polimodal Completo','34-Si','Bueno','Bueno','Bueno','SI','ABANDONO'
15,6,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ACTIVO'
5,2,'1-Mi grupo familiar','2-En tren',60,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-No','18-Si','19-Parcial','20-Cuenta Propista','21-Servicios Privados','22-Informal','23-Temporario','24-De 25 a 48 horas','25-Rotativos','26-Mañana','27-Siempre que sea necesario','No aplica',2,'Primario Incompleto','Medio o Polimodal Completo','34-No','Avanzado',,'Avanzado','SI','ABANDONO'
51,1,'1-Mi grupo familiar','2-En bicicleta o moto',,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-Si','19-Total','20-Obrero o Empleado','21-Servicios Públicos','22-Formal','23-Permanente','24-De 11 a 24 horas','25-Fijos','26-Noche','27-Sólo algunas veces','No aplica',,'Terciario Completo','Terciario Completo','34-No',,,'Bueno','SI','ABANDONO'
51,1,'1-Mi grupo familiar','No contesta',80,'4-Nada','6-No','No aplica','8-Terciario','9-Público','14-Otro (especificar)','16-Si','17-Si','18-Si','19-Total','No contesta','21-Educación','22-Formal','23-Permanente','24-Menos de 10 horas','25-Fijos','26-Mañana','27-Sólo algunas veces','No aplica',,'Primario Completo','Primario Completo','34-No','Intermedio','Intermedio','Intermedio','SI','ACTIVO'
5,2,'1-Mi grupo familiar','2-En tren',40,'4-Mucho','6-No','No aplica','8-Universitario','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Educación','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Nunca','No aplica',3,'Primario Incompleto','Primario Incompleto','34-No','Bueno',,'Avanzado','SI','ABANDONO'
4,1,'1-Mi grupo familiar','2-En tren',60,'4-Mucho','6-Si','7-Terciario','8-Universitario','9-Público','14-Otro (especificar)','16-Si','17-Si','18-Si','19-Total','20-Obrero o Empleado','21-Educación','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Tarde','27-Sólo algunas veces','No aplica',5,'Primario Incompleto','Primario Completo','34-Si','Bueno','Bueno','Bueno','SI','ACTIVO'
